timestamp,ax,ay,az,gx,gy,gz,label,class_name,file_id
0.0,0.10398733723990228,9.825924527181837,0.17888007141738715,-0.4193904989980067,-0.8572236503616867,0.2861545498333828,0,safe_ergonomic,safe_ergonomic_00
20.0,0.01872635084835078,9.799756496728035,0.17578461681814334,0.21073532575367782,0.08582447098777103,0.007509690972541514,0,safe_ergonomic,safe_ergonomic_00
40.0,-0.01754657167673432,9.7909514245669,0.06711745581238003,0.054037832638063915,-0.040372954099451366,-0.28065520522682663,0,safe_ergonomic,safe_ergonomic_00
60.0,-0.009347872857330039,9.798573350587363,0.06901241997446068,0.10566795476527273,0.10118557838577256,0.6078085524493875,0,safe_ergonomic,safe_ergonomic_00
80.0,-0.06536108341415753,9.788316636191244,0.1132565600326148,-0.228250037185594,0.2625732487810741,0.3041069363912192,0,safe_ergonomic,safe_ergonomic_00
100.0,0.022160159771879587,9.939216916986163,0.2330984232309528,-0.7946454380753688,0.6372101074219982,0.331713059034115,0,safe_ergonomic,safe_ergonomic_00
120.0,0.10378730277555016,9.921530000768051,-0.0595169715996415,0.07168430872181557,-0.8094019627153304,0.6644319670804258,0,safe_ergonomic,safe_ergonomic_00
140.0,0.11083557743570824,9.745539321788407,0.008090562377447912,-0.29472198001100003,0.35695573744950854,0.2814765212776388,0,safe_ergonomic,safe_ergonomic_00
160.0,0.1205151371099696,9.718866460416738,0.02197459645604814,-0.5518319200140266,0.1264504236692492,0.8406216726368945,0,safe_ergonomic,safe_ergonomic_00
180.0,-0.0799708070918308,9.880955754904992,-0.05855689895265554,0.08302262296052833,0.15617092432179516,-0.25802395737639955,0,safe_ergonomic,safe_ergonomic_00
200.0,-0.154533665853877,9.714064944403608,0.022702206438665235,-0.4260523179790531,0.1179183293244347,0.2588551401855673,0,safe_ergonomic,safe_ergonomic_00
220.0,0.18572584187038574,9.899810333599211,0.024583424060126785,0.2065599463804464,0.695569276601523,-0.17626130160336265,0,safe_ergonomic,safe_ergonomic_00
240.0,-0.00881275530956512,9.707323438479444,-0.11668891215979173,0.580108948869956,-0.20566418223836694,-0.19687122515378516,0,safe_ergonomic,safe_ergonomic_00
260.0,0.03265044019131056,9.788956446131483,0.15190360670225697,1.1625436239921807,0.015215425026123447,-0.5022790382301855,0,safe_ergonomic,safe_ergonomic_00
280.0,0.04084045997864842,9.793429755189035,0.04601753390188641,0.13243534727168588,0.32846902743864465,0.31373133545343035,0,safe_ergonomic,safe_ergonomic_00
300.0,-0.06602092357974752,9.88178187854863,-0.10687625208966632,-0.5583443665470154,0.42866127473451693,0.006566918609522803,0,safe_ergonomic,safe_ergonomic_00
320.0,-0.05216729280337388,9.883800535092192,0.0654085734454821,0.5446819417831736,0.1282175155807181,0.6167693843379559,0,safe_ergonomic,safe_ergonomic_00
340.0,0.16138672208393828,9.735308220168461,-0.0879815917654621,-0.04760201146557814,0.2972110809968942,0.505434147939523,0,safe_ergonomic,safe_ergonomic_00
360.0,0.039256164417371744,9.67597666584081,0.028834728944200153,0.04549919061125943,-0.047970245631199934,0.4665992683341227,0,safe_ergonomic,safe_ergonomic_00
380.0,0.04391882663974169,9.86931144083844,0.03689638810382848,-0.4086857128079845,-0.48366806407694607,-0.27065417986839624,0,safe_ergonomic,safe_ergonomic_00
400.0,0.0762382286358254,9.72915039961757,-0.003913337690653413,0.9085200300374744,0.8175246735365433,-0.6984393605079657,0,safe_ergonomic,safe_ergonomic_00
420.0,0.10753984163252522,9.939882675146931,-0.016238526651401283,-0.07774683476254536,0.8758791456645886,0.03113407836101405,0,safe_ergonomic,safe_ergonomic_00
440.0,-0.038268397912275987,9.649575334911578,0.029456419947854428,1.4680107381006968,0.5425830793811598,-0.4590725988359087,0,safe_ergonomic,safe_ergonomic_00
