timestamp,ax,ay,az,gx,gy,gz
0.0,-0.19145764110222638,9.903007915484398,-0.025818052731770208,2.1127179577816997,1.7823101130276058,1.108917515368596
20.0,-0.02983307193991687,9.745180829911787,0.13169486940561756,1.4890309462822704,-1.002105362556062,-0.8690159739548067
40.0,0.05565507280225522,9.602076294079676,0.045447202320646696,2.460295222189682,3.4507888521626584,-0.3068407478419739
60.0,-0.03547578513424628,9.692095608439086,0.038944575626580186,0.10283877941911695,-1.4935509953722939,0.11595495860731095
80.0,0.16087544902316336,9.714138964216204,0.062484782990793124,1.3386440733614262,1.0057524065639423,1.7814199091791294
100.0,0.20972180504868923,9.865110354571241,-0.07178983430469381,-0.1458569507996258,0.8003426340745143,1.0260234297380477
120.0,0.00706676745398991,9.718672087193037,-0.009190660778416947,-0.7849718044009135,-0.9226658248168904,-0.6270009721018831
140.0,-0.19432660669775823,9.933390227187095,-0.0727462210672719,0.15069709150322788,2.1325512698178453,2.9193572643479992
160.0,-0.1370274210622123,10.017672233826644,0.15155621806931188,-1.3457911216719045,-3.4003841432289157,-1.732380412167623
180.0,0.09999212512263843,9.584502438772635,-0.057453501132729914,0.2719256689008993,1.0828307415437948,2.735231283871184
200.0,0.02320278615187331,9.898012356238615,0.1509359718366281,2.7943886953581023,0.14743535880742017,-1.5038743919990452
220.0,-0.07868789874083544,9.766154787034075,0.12303983259012544,-0.1860348670640378,0.2250881914550096,-0.12323898384753018
240.0,0.06802056480250994,9.848939578403096,0.061601434874779384,0.04542667755044353,3.2166549049911803,0.43195032722109306
260.0,0.25691753420082036,9.798807157900072,-0.12014194201898079,-0.9116802288749112,0.5952651916420354,3.092469185000433
280.0,0.298931404396292,9.8234877769202,0.06371480905607844,0.030888456539120875,2.8708498360035484,-0.8014814415957223
300.0,-0.23822482007221873,9.926645222775365,0.1365372986508525,1.1283700782624964,0.027940510448202623,-2.643722884456149
320.0,0.20186316384286918,9.859093024302432,-0.16333412440178963,-0.7623752859832157,-0.9406636149473951,0.875025350521542
340.0,0.10106326457675366,9.724897208718858,0.11645262233132961,-0.7738110372758595,0.04238965783054587,-0.9922022267618206
360.0,0.020581426773549016,9.706730918211143,-0.06585602612684753,0.3507610447989967,-1.491081644703863,-1.3576548624299978
380.0,-0.10160523356105577,9.590175523432771,-0.11154688193678397,-1.3388502915812321,1.2406118838561573,-0.4217010395268443
400.0,0.04828645915062845,9.920049937059579,0.02292334787138396,1.082503134682668,1.8016814992518506,-3.490179442085586
420.0,-0.058389864048467646,9.55376035161871,0.08221491954880059,-0.717838295998598,1.5177467188172025,1.2679883458100574
440.0,-0.0014933490863444998,9.710856961702602,-0.07166478960268478,0.18757922168366875,-1.6638944266308182,-0.35249959604640874
460.0,0.038713495434277184,9.884371177761851,0.01914497197496283,0.5529289458089902,-0.46434767070951766,-0.978657124865624
480.0,0.055693391892407,9.845638998850374,-0.0530187814000075,0.49377560623994804,-1.9225752711285289,-1.9536185056336883
500.0,0.06476463662129689,10.013493987810165,-0.11757395653976871,-0.03290967365112267,-1.5277296537422558,-0.7334949969276483
520.0,-0.14542687848727698,9.944917184926073,0.06130278837616524,-0.6148862521916056,-1.6086498529436726,-0.9430870445048376
540.0,0.31723177315682255,9.771691295080537,-0.028916704480222377,0.06096337463304026,1.2321891490355275,-2.3725074188748945
560.0,-0.06596184589670827,9.770963877620492,-0.04521660560416385,1.0325672703816526,0.009483678879415772,-0.33835508740781683
580.0,0.10215281430123203,9.962816682542638,0.12414990279946425,0.7819392430418675,-1.2387608079253376,2.688847196542776
600.0,-0.02149417391130089,9.773968858940009,0.021749400760751197,-1.3274142478603972,0.18166186295649686,1.187669715617635
620.0,-0.030503022101685352,10.006035892206851,0.054177342123417904,0.051229397816668354,-0.04796889335142984,3.1611648822572818
640.0,0.052010549799043154,9.616588142490668,0.04589758634569038,0.9796433786890989,-3.2072324670105017,0.6364841322037472
660.0,0.031191054611907545,9.70564470310242,0.031394670819067876,0.8732270648110079,4.811637988402037,-1.006542487514597
680.0,0.08032860681705653,9.918088415759385,-0.04598196879303246,0.5012004246057574,-0.18552999095368353,-0.3662572428035554
700.0,0.05083292424090133,9.849803941867545,-0.04938517332643241,-1.032971736138396,0.09416230672868806,0.2530281047094053
